Year, attacks,Actor1,Actor2,Area1,Area2,Area3,County,Event type,Notes,Source,Source Scale,Fatalities,Geo Precision,Latitude,Longitude,Number of Records
2013,2013-09-22,Al Shabaab,Civilians (Kenya),Westlands,Parklands/Highridge,Westgate,Nairobi,Violence against civilians,Al-Shabaab continues to shoot and execute civilians within Westgate Mall.,The Star; Agence France Presse; NYPD Report; BBC,National-international,23,1,-1.2571,36.8033,1
2013,2013-09-21,Al Shabaab,Civilians (Kenya),Westlands,Parklands/Highridge,Westgate,Nairobi,Violence against civilians,"Al Shabaab attacks pedestrians in a shopping centre during mid-day, arriving in three separate groups using three different entrances. 68 dead, including private security staff, 150+ injured over four days, hostages taken. Witnesses claim the attack was highly organised, with the attackers having pre-positioned weapons throughout the building, as well as obtaining access to service elevators. Following the attack al Shabaab claimed responsibility. There were claims the group specifically targeted non-Muslims. Foreigners were among those confirmed dead, including British, American, French, Canadians, Indians, a Ghanaian, a South African and a Chinese. The ordeal occurred over a four day period. Al Shabaab stated the reason for the attacks was the Kenyan military presence in Somalia.",BBC; NYPD Report,International,38,1,-1.2571,36.8033,1
2013,2013-06-09,Al Shabaab,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Violence against civilians,"Al Shabaab-linked suspects throw grenade, injuring several civilians",The Star,National,0,1,-1.2833,36.8167,1
2012,2012-01-13,Al Shabaab,Police Forces of Kenya (2002-2013),Starehe,Nairobi Central,Nairobi,Nairobi,Battle-No change of territory,Police arrest 29 Ugandan terror suspected who they believed were traveling to Somalia to join Al Shabaab. The arrests occurred in the Kasarani neighborhood of Nairobi.,BBC Monitoring Africa,Regional,0,1,-1.2833,36.8167,1
2012,2012-11-06,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,Explosion blamed on Al Shabaab injures civilians in Nairobi,IHS Global Insight Daily Analysis,International,0,1,-1.2717,36.8497,1
2012,2012-10-31,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,Explosion blamed on Al Shabaab injures civilians in Nairobi,Shabelle Media Network (Mogadishu),Regional,0,1,-1.2717,36.8497,1
2012,2012-10-12,Unidentified Armed Group (Kenya),Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,Twin blasts in Eastleigh target civilians,Voice of America,International,0,1,-1.2717,36.8497,1
2012,2012-08-01,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,"Al Shabaab operative gives explosive device disquised as gas cylinder to man to ferry, then remotely detonates the device. The man ferrying the gas cylinder was hospitalized with injuries",Sunday Nation,National,0,1,-1.2717,36.8497,1
2012,2012-05-28,Unidentified Armed Group (Kenya),Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,IED detonated in downtown Nairobi on Moi Avenue injuring 38 people. Al Shabaab or AS sympathizer suspected. One person later died in hospital.,The Christian Science Monitor,International,1,1,-1.2833,36.8167,1
2012,2012-03-15,Al Shabaab,,Starehe,Nairobi Central,Nairobi,Nairobi,Strategic development,Recruitment: Al Shabaab said to be recruiting Kenyans from slums of Nairobi,Xinhua News,International,0,1,-1.2833,36.8167,1
2012,2012-12-19,Al Shabaab,Civilians (Kenya),Starehe,Pangani,Pangani,Nairobi,Violence against civilians,Grenade attack outside mosque by unknown group; police blame Al Shabaab,The Star,National,0,1,-1.2716,36.8402,1
2012,2012-12-07,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Violence against civilians,Grenade attack at mosque kills five; Al Shabaab involvement suspected,Capital FM,National,5,1,-1.2717,36.8497,1
2012,2012-12-05,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Violence against civilians,Grenade attack blamed on Al Shabaab injures civilians and kills one,Capital FM,National,1,1,-1.2717,36.8497,1
2012,2012-11-18,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Violence against civilians,Al Shabaab detonates grenade in bus filled with civilians; ten killed,The Star,National,10,1,-1.2717,36.8497,1
2012,2012-09-30,Al Shabaab,Civilians (Kenya),Starehe,Pangani,Pangani,Nairobi,Violence against civilians,Grenade attack on church blamed on Al Shabaab,The New York Times,National,1,1,-1.2716,36.8402,1
2012,2012-08-03,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Violence against civilians,"Local media reported an Al Shabaab operative gives explosive device disquised as a radio to civilian to hold, then remotely detonates the device. The man holding the device was killed instantly. Reuters stated that the man killed was a suicide bomber who detonated his device early by mistake. Many bystanders were wounded.",Sunday Nation,National,1,1,-1.2717,36.8497,1
2012,2012-04-29,Al Shabaab,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Violence against civilians,"Man with suspected ties to Al-Shabab lobs grenade into church, kills 2",All Africa,Regional,2,1,-1.2833,36.8167,1
2012,2012-03-10,Al Shabaab,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Violence against civilians,Grenade attack blamed on Islamic militants,Agence France Presse,International,9,1,-1.2833,36.8167,1
2011,2011-12-22,Al Shabaab,Police Forces of Kenya (2002-2013),Starehe,Nairobi Central,Nairobi,Nairobi,Battle-No change of territory,Police arrest four members of Al Shabaab who planned attacks on churches over Christmas.,All Africa,Regional,0,1,-1.2833,36.8167,1
2011,2011-10-24,Al Shabaab,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,Al Shabaab detonates an explosive at an Nairobi disco and injures 14 people.,Reuters,International,0,1,-1.2833,36.8167,1
2011,2011-06-04,Unidentified Armed Group (Kenya),Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,"An explosion ripped through a street in the centre of the Kenyan capital Nairobi on Sunday, injuring dozens of people and sending ambulances and police rushing to the scene. Two people were killed.",Agence France Presse,International,2,1,-1.2833,36.8167,1
2011,2011-10-25,Al Shabaab,Police Forces of Kenya (2002-2013),Embakasi Central,Kayole Central,Kayole,Nairobi,Strategic development,Police arrest one man believed to be in connection with the twin bombings. Many weapons were found in the position of the man. He later admitted to be involved with al Shabaab.,BBC Monitoring Newsfile,Regional,0,1,-1.2775,36.9129,1
2011,2011-10-24,Al Shabaab,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Violence against civilians,"At least one person was killed and 10 were wounded Monday in a grenade attack at a bus stop in central Nairobi, the second such incident in less than a day.",Agence France Presse,International,1,1,-1.2833,36.8167,1
2010,2010-12-20,Unidentified Armed Group (Kenya),Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,"A bomb exploded on a bus in central Nairobi Monday during a security search before it left for Kampala, killing three and wounding 23. An official with Kampala Coach Ltd said the would-be attacker was among those wounded or killed by the blast.",Agence France Presse,International,3,1,-1.2833,36.8167,1
1998,1998-08-07,Al Qaeda,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,"Al Qaeda bombs US Embassy in Nairobi, killing 213 Kenyan and American civilians",Associated Press,International,213,1,-1.2833,36.8167,1
1998,1998-04-15,Unidentified Armed Group (Uganda),,Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,Kenyan police arrest Ugandans who are reportedly responsible for series of bomb blasts in Uganda,Xinhua,International,0,2,-1.2833,36.8167,1
1980,1980-12-31,Unidentified Armed Group (Kenya),,Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,an Arab group that said it was seeking retaliation for Kenya's allowing Israeli troops to refuel in Nairobi during the 1976 raid on Entebbe Airport in Uganda to rescue hostages from a hijacked aircraft.,The Nation,Regional,20,,,,1
1975,1975-03-01,Unidentified Armed Group (Kenya),,Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,The Otc bus station,The Nation,Regional,25,,,,1
2018,2018-08-24,Al Shabaab,,Galole,Chewani,Hola,Tana River,Strategic development,"Property destruction: on August 24th, and according to an Al Shabaab commander, the group destroyed power stations in Lamu town and Tana River town (for the latter, the location of Hola has been used). There has been no confirmation of this claim in other sources.",BBC Monitoring,International,0,2,-1.5036,40.0333,1
2017,2017-05-29,Al Shabaab,Police Forces of Kenya (2013-),Galole,Wayu,Galole,Tana River,Battle-No change of territory,Three suspected Al-Shaabab militants were killed in a gun battle with police in Tana River County on Monday.,Daily Natiton,National,3,1,-1.5,39.5,1
2017,2017-08-21,Al Shabaab,,Galole,Chewani,Hola,Tana River,Strategic development,"Property destruction: Al-Shabab fighters attacked the Kenyan village of Gamba in Tana River County [in the country's coastal region], targeting government installations in the area. The extent of the damage or whether anyone was killed or injured in the attack is not year clear. Phone networks in the area broke down after the raid.",Radio Kulmiye,Regional,0,3,-1.5036,40.0333,1
2017,2017-08-30,Al Shabaab,Civilians (Kenya),Garsen,Garsen West,Garsen,Tana River,Violence against civilians,"Al Shabaab militants ambushed a vehicle travelling from Garsen to Lamu. The vehicle drove over an IED and was then shot at by the militants. 2 people were killed. 50m away, a few hours later, the same Al Shabaab militants fired at a truck, killing 1 person. They also destroyed a nearby electricity pylon.",Nairobi Star,National,3,2,-2.2697,40.12,1
2017,2017-05-26,Al Shabaab,Civilians (Kenya),Galole,Chewani,Hola,Tana River,Violence against civilians,Three Al-Shabaab militants shot dead a Tana River County Assembly driver on Friday,Daily Natiton,National,1,1,-1.5036,40.0333,1
2008,2008-08-15,Military Forces of Uganda (1986-),Civilians (Kenya),Turkana Central,Kerio Delta,Nagwanga,Turkana,Remote violence,UPDF accused of bombing Turkana pastoralists in Nakwanye (Nakwanga) and Morutorong in August. 71 killed.,The Nation,National,71,2,2.9791,36.0841,1
2018,2018-09-11,Unidentified Armed Group (Kenya),Police Forces of Kenya (2013-),Tarbaj,Godoma,Kotulo,Wajir,Remote violence,"On September 11th, a police vehicle belonging to the Anti-Stock Theft Unit was hit by an explosion in Kotulo ward (Wajir). They began searching for suspects afterwards. There were no reports of police injuries or deaths.",Daily Nation,National,0,2,2.4094,40.5948,1
2018,2018-07-16,Al Shabaab,Military Forces of Kenya (2013-),Tarbaj,Tarbaj,Tarbaj,Wajir,Remote violence,"On 16th July, an IED intended to target Kenya soldiers exploded after their vehicle had passed the device, on the road between Tarbaj and Kutulo (Tarbaj coded as the location, with coordinates of the site of the attack accurate to 3km taken from the source). There were no casualties, and the source attributes the attack to Al Shabaab.",Local Sources,Other,0,2,2.3227,40.4588,1
2018,2018-06-17,Police Forces of Kenya (2013-) General Service Unit,Al Shabaab,Tarbaj,Tarbaj,Tarbaj,Wajir,Remote violence,"17 June. An al Shabaab IED detonated in Tarbaj, killing 8 GSU police officers. Al Shabaab claims 15 fatalities. Following the attack al Shabaab took the officer's weapons and fled.",Daily Nation (Kenya); Somali Memo,National-Regional,8,1,2.2165,40.1203,1
2018,2018-02-09,Police Forces of Kenya (2013-),Al Shabaab,Wajir East,Township,Wajir,Wajir,Remote violence,IED targets Kenya Police land cruiser headed to location of previous al Shabaab attack near Kutulo. No casualties & no damages.,Local Source Project,Other,0,2,1.75,40.06,1
2018,2018-01-07,Al Shabaab,,Wajir East,Township,Wajir,Wajir,Remote violence,"Suspected al-Shabab militants have destroyed a Safaricom communication mast in Kutulo, Wajir County.",BBC,International,0,2,1.75,40.06,1
2018,2018-02-16,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,"Al Shabaab fighters attack Qarsa Primary School in Wajir. Three teachers killed, one injured. Assailants escaped.",Local Source Project,Other,3,1,1.75,40.06,1
2018,2018-02-15,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,"15/02, PM Wajir: Al Shabaab attack a school killing 3 teachers.",Local Source Project,Local,3,1,1.75,40.06,1
2017,2017-09-22,Al Shabaab,Police Forces of Kenya (2013-),Wajir East,Township,Amuma,Wajir,Battle-No change of territory,Al Shabaab militants who attempted to carry out an attack were driven out by the officers from the Rural Border Patrol Unit on Monday.,Xinhua,International,0,1,1.748,40.05,1
2017,2017-06-19,Al Shabaab,Police Forces of Kenya (2013-),Wajir East,Township,Wajir,Wajir,Remote violence,"Nine Kenyan soldiers were killed, and ten others were injured when a road side bomb explosed. Al Shabaab confirmed claimed responsibility of the attack.",Radio Andalus,Regional,9,1,1.75,40.06,1
2017,2017-06-05,Al Shabaab,Police Forces of Kenya (2013-),Wajir East,Township,Wajir,Wajir,Remote violence,"On Monday, a team of security officers escaped an IED explosion unhurt as they hunted down a group of al-Shabab militants who had planted landmines in Gerille area, Wajir County.",Daily Nation,National,0,1,1.75,40.06,1
2017,2017-05-15,Al Shabaab,,Wajir East,Township,Wajir,Wajir,Strategic development,Property destruction: Al Shabaab militants destroyed a communications mast in Wajir,Kenya Standard,National,0,2,1.75,40.06,1
2016,2016-05-29,Al Shabaab,,Wajir East,Township,Wajir,Wajir,Strategic development,"Movement of forces: Forty-five members of al Shabaab are witnessed crossing into Kenya at Sugrow, Wajir County. One group of 13 was sighted headed towards Gerille, another towards Konton and another towards Gumarey areas of Wajir East.",The Star,National,0,2,1.75,40.06,1
2016,2016-12-23,Al Shabaab,Civilians (Kenya),Tarbaj,Tarbaj,Tarbaj,Wajir,Violence against civilians,At least two people were killed and some others injured by suspected al-Shabaab who vandalized a communication mast in the Tarbaj area near the border with Somalia.,Xinhua,International,2,1,2.2164,40.1203,1
2015,2015-06-20,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,Suspected al Shabaab shot and killed a chief of Erib location in Wajir on 20/06.,Kenya Standard,National,1,1,1.75,40.06,1
2015,2015-06-06,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,"Suspected al Shabaab opened fire at a residential area of Wajir on 06/06, killing three persons. Officials and residents said the attackers were believed to have been seeking to kill a local administrator who lives close to the scene of the attack and is known to be on an al Shabaab ""wanted"" list for speaking out against the sects activities in the region.",Agence France Presse,International,3,1,1.75,40.06,1
2015,2015-03-12,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,"Al Shabaab attack, and then later claim responsibility for the death of four in Wajir. Three other injured.",Associated Press,International,4,1,1.75,40.06,1
2014,2014-12-01,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Remote violence,At least one patron is killed when suspected al Shabaab attack a country club bar in Wajir. Witnesses claim two blasts followed by gunfire.,Agence France Presse,International,1,1,1.75,40.06,1
2013,2013-12-14,Police Forces of Kenya (2013-),Unidentified Armed Group (Kenya),Wajir East,Township,Wajir,Wajir,Remote violence,Two people were killed and at least three others injured in two explosions targeting police officers in the north-eastern Kenyan town of Wajir. The explosions took place near the Baraza park in the town. The injured were taken to Wajir general hospital. Reports say there have been several arrests in connection with the explosions.,Shabelle Media Network,Regional,2,1,1.75,40.06,1
2013,2013-06-20,Police Forces of Kenya (2002-2013),Al Shabaab,Wajir East,Township,Wajir,Wajir,Remote violence,Kenyan police intercept Al Shabaab truck carrying explosives in northeastern Kenya,Shabelle Media Network (Mogadishu),Regional,0,2,1.75,40.06,1
2013,2013-01-11,Al Shabaab,Civilians (Kenya),Wajir East,Township,Bagala,Wajir,Violence against civilians,Gunmen linked to Al Shabaab kill two on road to Garissa,The Standard,National,2,1,1.7488,40.059,1
2012,2012-05-30,Unidentified Armed Group (Kenya),Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Remote violence,One person was killed and three wounded in a blast outside a restaurant in the northeastern Kenyan town of Wajir,Reuters,International,1,1,1.75,40.06,1
2012,2012-07-18,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,Grenade attack on restaurant in Wajir region wounds five,Agence France Presse,International,0,2,1.75,40.06,1
2011,2011-12-11,Al Shabaab,Police Forces of Kenya (2002-2013),Wajir East,Township,Wajir,Wajir,Remote violence,Nine military officers injured and one police officer killed in twin al Shabaab explosions.,Xinhua News,International,1,1,1.75,40.06,1
2011,2011-12-24,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,A grenade wounds six in a border town. Residents and authorities suspect Al Shabaab.,Agence France Presse,International,0,1,1.75,40.06,1
2010,2010-05-27,Al Shabaab,Civilians (Kenya),Wajir South,Dadaja Bulla,Dadaj-Bula,Wajir,Violence against civilians,"Al Shabaab attacked a Kenyan border town Dadaj-Bula, opened fire on the residents, wounding seven of them.",Agence France Presse; Daily Nation,International,0,1,0.5367,40.8771,1
2009,2009-12-13,Al Shabaab,Military Forces of Kenya (2002-2013),Wajir East,Township,Wajir,Wajir,Battle-No change of territory,Security forces attack Islamic militants who had attempted to kidnap nun,BBC Monitoring,Regional,0,1,1.75,40.06,1
2009,2009-12-13,Al Shabaab,Civilians (Kenya),Wajir East,Township,Wajir,Wajir,Violence against civilians,Somali Islamists attack and try to kidnap Catholic nun,BBC Monitoring,Regional,0,1,1.75,40.06,1
2000,2000-06-15,Tigray Peoples Revolutionary Liberation Front,Civilians (Kenya),Wajir North,Gurar,Gurar,Wajir,Remote violence,Ethiopian rebel group hurls bomb into Kenyan homestead,BBC Monitoring,Regional,1,1,3.3667,39.5667,1
2007,2007-07-03,Military Forces of Uganda (1986-),Civilians (Kenya),Kacheliba,Kiwawa,Alale,West Pokot,Remote violence,"1 civilian confirmed killed and 4 injured during alleged bombing by UPDF against armed Pokot herders within the Kenyan border. 2 women and 3 children missing, assumed to be abducted and held at Loro barracks.",All Africa (AFNWS) 03/07/2007,Regional,1,2,2.2333,35.0166,1
2007,2007-07-03,Military Forces of Uganda (1986-),Pokot Ethnic Militia (Kenya),Kacheliba,Kiwawa,Alale,West Pokot,Remote violence,Alleged shelling by Uganda Peoples Defence Force (UPDF) inside the Kenyan border linked to disarmament operation and pursuit of armed Pokot herders. Full casualty count unkonwn. 800 cattle impounded by UPDF. FATALITIES = TOTAL FOR 4 DAYS CONFLICT - (Rec,"All Africa (AFNWS) 03/07/2007, Reuters News (LBA) 05/07/2007, BBC Monitoring Newsfil (BBCMNF) 19/07/2007",Regional,0,2,2.2333,35.0166,1
2007,2007-07-02,Military Forces of Uganda (1986-),Pokot Ethnic Militia (Kenya),Kacheliba,Kiwawa,Alale,West Pokot,Remote violence,Alleged shelling by Uganda Peoples Defence Force (UPDF) inside the Kenyan border linked to disarmament operation and pursuit of armed Pokot herders. Full casualty count unkonwn. 800 cattle impounded by UPDF. FATALITIES = TOTAL FOR 4 DAYS CONFLICT - (Rec,"All Africa (AFNWS) 03/07/2007, Reuters News (LBA) 05/07/2007, BBC Monitoring Newsfil (BBCMNF) 19/07/2007",Regional,0,2,2.2333,35.0166,1
2007,2007-07-01,Military Forces of Uganda (1986-),Pokot Ethnic Militia (Kenya),Kacheliba,Kiwawa,Alale,West Pokot,Remote violence,Alleged shelling by Uganda Peoples Defence Force (UPDF) inside the Kenyan border linked to disarmament operation and pursuit of armed Pokot herders. Full casualty count unkonwn. 800 cattle impounded by UPDF. FATALITIES = TOTAL FOR 4 DAYS CONFLICT - (Rec,"All Africa (AFNWS) 03/07/2007, Reuters News (LBA) 05/07/2007, BBC Monitoring Newsfil (BBCMNF) 19/07/2007",Regional,0,2,2.2333,35.0166,1
2007,2007-06-30,Military Forces of Uganda (1986-),Pokot Ethnic Militia (Kenya),Kacheliba,Kiwawa,Alale,West Pokot,Remote violence,Alleged shelling by Uganda Peoples Defence Force (UPDF) inside the Kenyan border linked to disarmament operation and pursuit of armed Pokot herders. Full casualty count unkonwn. 800 cattle impounded by UPDF. FATALITIES = TOTAL FOR 4 DAYS CONFLICT - (Rec,"All Africa (AFNWS) 03/07/2007, Reuters News (LBA) 05/07/2007, BBC Monitoring Newsfil (BBCMNF) 19/07/2007",Regional,0,2,2.2333,35.0166,1
2018,2018-09-25,Al Shabaab,Military Forces of Kenya (2013-),,Kiunga,Kiwayu,,Battle-No change of territory,25 September 2018: Al-Shabaab forces reportedly killed a Kenyan soldier in Lamu county (location unspecified by the source).,Radio Andalus,Regional,1,3,-2.0124,41.2698,1
2018,2018-01-16,Al Shabaab,,,Kiunga,Ishakani,Lamu,Non-violent transfer of territory,"In Ishakani Village in Lamu East, more than 100 heavily armed insurgents took over the area and preached radical teachings to the residents. They hoisted their flag at a deserted local police station before going back to their hideouts. Sources revealed that the attackers have also been conducting daily prayers at mosques in the area at will.",BBC,International,0,1,-1.6833,41.5167,1
2018,2018-08-29,Military Forces of Kenya (2013-),Unidentified Armed Group (Kenya),,Kiunga,Kiunga,Lamu,Remote violence,"On August 29th, five Kenyan soldiers were killed and ten wounded when their vehicle hit a landmine on the road between Kiunga and Sankuri (Lamu, coordinates for Kiunga used). It was not clear who had planted the device, though a pro-Al Shabaab radio station in Somalia subsequently claimed that Al Shabaab had killed at least 20 Kenyan soldiers in an (unverified) attack in the area of Lamu, which was reported to be an ambush. Until further information comes to light, this has been coded as a single event of remote violence by an unknown group, killing five.",AFP/BBC Monitoring,International,5,2,-1.7406,41.492,1
2017,2017-06-27,Al Shabaab,Police Forces of Kenya (2013-),,Kiunga,Kiunga,Lamu,Remote violence,"Eight people including four school children and four police officers were killed in a roadside bomb attack planted by suspected Al Shabaab fighters that occurred in Kiunga, Lamu on Tuesday. The police officers were escorting the school children to Kiunga from Mararani, when the lorry was hit by an IED. Following the blast, al Shabaab opened fire on the victims.",Capital FM (Nairobi),National,8,1,-1.7406,41.492,1
2017,2017-05-31,Al Shabaab,Police Forces of Kenya (2013-),,Kiunga,Kiunga,Lamu,Remote violence,"Two soldiers from Kenya Defence forces were killed, and another wounded in an IED explosion. Al-Shabaab claimed responibility of the attack. Another IED exploded in the same area on the same day before a Kenyan vehicle passed, leaving the passengers unharmed.",Shabelle Media Network (Mogadishu);Daily Nation,Regional,2,1,-1.7406,41.492,1
2017,2017-05-31,Al Shabaab,Military Forces of Kenya (2013-),,Kiunga,Ishakani,Lamu,Remote violence,An explosive device aimed at a military lorry went off between Kiunga and Ishakani. It exploded early and there were no casualties.,Daily Nation,National,0,2,-1.6833,41.5167,1
2017,2017-06-29,Al Shabaab,Police Forces of Kenya (2013-),,Kiunga,Kiunga,Lamu,Strategic development,The Kenyan security forces rescued 2 of the 4 pupils kidnapped during the Al Shabaab attack on Kiunga two days previously. No reports of clashes.,Twitter,Other,0,1,-1.7406,41.492,1
2016,2016-08-01,Police Forces of Kenya (2013-),Al Shabaab,,Kiunga,Kiunga,Lamu,Remote violence,Suspected al Shabaab detonate an explosive at a police building injuring one officer.,Daily Nation,National,0,1,-1.7406,41.492,1
2016,2016-07-26,Military Forces of Kenya (2013-),Al Shabaab,,Kiunga,Ishakani,Lamu,Remote violence,"A KDF convoy runs over a al Shabaab-planted landmine in Ishakani, five injured.",The Star,National,0,1,-1.6833,41.5167,1
2016,2016-05-29,Al Shabaab,Civilians (Kenya),,Gombato Bongwe,Diani,Kwale,Violence against civilians,"Three Nyumba Kumi officials were assassinated by gunmen in Diani, Kwale County [coast region] on Sunday [29 May]. The perpetrators are believed to be al Shabaab. The three were killed separately, each in their homes.",The Star,National,3,1,-4.2792,39.5943,1
2014,2014-02-15,Al Shabaab,Civilians (Kenya),,Gombato Bongwe,Diani,Kwale,Violence against civilians,"Mombasa county government chief inspector of Logistic and Planning is shot and killed, along with his companion. The assailants are believed to be of or in league with al Shabaab.",The Star (Nairobi),National,2,1,-4.2792,39.5943,1
2011,2011-09-10,Al Shabaab,Civilians (International),,Kiunga,Kiwayu,Lamu,Violence against civilians,Suspected Al Shabaab killed a British man and kidnapped his wife in a raid on a remote beach resort known as Kiwayu Safari Village. The Kenyan military mobilizes troops along the border with Somalia in response.,Reuters; The Moment; KTN,National-international,1,1,-2.0124,41.2698,1
